algorithm,benchmark,seed,best_weight,feasible,max_stress,max_displacement,wall_time_s,n_evals,pareto_n_points
nsga2,10-bar planar,42,5081.514968242889,True,22308.01061115346,1.9994332252600329,6.644798749999609,30000,100
nsga2,10-bar planar,123,5107.427562678442,True,21094.781306068886,1.9995924784350125,47.74269550000008,30000,100
nsga2,10-bar planar,456,5106.209393393706,True,21095.5263537378,1.9988454138304206,6.647762542000237,30000,100
