algorithm,benchmark,seed,best_weight,feasible,max_stress,max_displacement,wall_time_s,n_evals,pareto_n_points
nsga2,25-bar spatial,42,545.4744287344089,True,7071.877263417118,0.349997222010843,49.50823280100008,30000,100
nsga2,25-bar spatial,123,546.5709606422296,True,7316.778275831236,0.349981123707031,46.46915229399997,30000,100
nsga2,25-bar spatial,456,546.6720547122125,True,7110.007745071501,0.34997250023783594,45.50398356699998,30000,100
